,message_length,summary
45,36,NO ACCIDENT DESCRIBED.
46,20,NO ACCIDENT DESCRIBED.
47,48,Collision: No accident described.
48,103,Collision: The rental car was broken into and items were stolen. No information provided on damage to the car.
49,37,Collision: The caller's truck was hit by another driver who ran a stop sign. The truck was no longer drivable and police were called to the scene.
50,11,Collision: The front of my car was damaged and the other party's car had damage to the driver's side door and fender.
51,46,"Collision: The caller made a claim for damage to their car around February 14th. They received a check for $635, but it does not cover the estimated $6,000 in damages. The body shop has not submitted an estimate to Geico."
52,208,Collision. Bumper was torn off and license plate was damaged. No other details provided.
53,158,"Collision: Stolen car hit the caller's 2018 Jeep, causing damage to the driver's side mirror and bumper. No other damage reported. No police report taken."
54,149,"Collision: Two cars collided at an intersection in [PII] [PII] on May 20th, 2023 at 2:30 AM Pacific. One car was a [PII] Chevrolet Camaro and the other was a [PII]. No damage details were provided."
55,53,Collision: The caller reported an accident and is having trouble reaching the insured. No details were provided about the accident or damage to the car.
56,231,"Collision: The front end of a 2009 Chevy Suburban was damaged in an accident with a Honda Accord. The windshield, dashboard, and grill were all damaged. The front axle was pushed in and both front tires were damaged."
57,72,NO ACCIDENT DESCRIBED.
58,35,Collision - Hail damage to the vehicle on April 4th.
59,101,No accident described.
60,51,Collision: Damage to the car. No further details provided.
61,190,Collision: Damage to the car. No further details provided.
62,31,Collision: 2017 Mitsubishi Mirage was deemed a total loss after an accident that occurred in [PII] on May 1st.
63,16,Collision: 2017 Mitsubishi Mirage was deemed a total loss after an accident that occurred in [PII] on May 1st.
64,17,NO ACCIDENT DESCRIBED.
65,61,"Collision: The Kia was hit a few minutes before the call, causing damage to the side of the car. No other details were provided."
66,128,Collision: The caller reported scratches on both passenger side doors of their 2021 Mazda CX-5. No police report was filed and photos were taken as evidence.
67,47,Collision: The caller filed a claim for damages to her vehicle. The adjuster will need to inspect the car to determine if it is totaled. No other details about the accident were provided.
68,16,NO ACCIDENT DESCRIBED.
69,74,"Collision: The caller hit an animal while driving, causing damage to the front corner of the passenger side of the car and something dragging underneath. No further details provided."
70,68,"Collision: The caller hit a deer in the front center of their 2022 Carnival. The bumper and grill were damaged, but no airbags deployed."
71,14,NO ACCIDENT DESCRIBED.
72,100,"Collision: The car hydroplaned and spun out, then was hit by a truck in the rear passenger side causing significant damage to the back of the car."
73,56,"Collision. The caller did not provide specific details about the accident, but mentioned that the car was damaged and needed repairs."
74,36,Collision: Car was damaged by a towing company. Mechanic determined it's not safe to drive and Geico will send an adjuster to the auto repair shop to assess the damage.
75,26,Collision: The car sustained more damage than initially estimated. No further details about the accident were provided.
76,22,NO ACCIDENT DESCRIBED.
77,26,Collision: The caller's car was damaged when it was hit by another vehicle while parked in a garage. The bumper and headlight were damaged.
78,36,"Collision: Two auto claims were filed for Geico policyholders. One on May 16th, 2021 and the other on April 22nd, 2021. No details were provided about the accidents except the dates."
79,162,"Collision: A jack in the middle of the road caused damage to the undercarriage of a 2002 Honda Accord, resulting in oil leakage. No other damage was reported."
80,48,"Collision: The caller hit a deer, causing damage to their car."
81,23,Collision: The passenger front window of the car was broken due to an attempted theft. No other damage to the car was reported.
82,64,"Collision: May 22nd, 2023. No details provided about the accident. The insured's vehicle was damaged and there was an injury to the insured."
83,19,Collision - Vehicle struck by an animal causing damage.
84,12,Collision: The car sustained significant damage to the front and passenger side.
85,127,"Collision: The caller swerved to avoid an animal and hit a curb, damaging both passenger side tires and rims on a 2021 Jeep Grand Cherokee. No other damage reported."
86,26,NO ACCIDENT DESCRIBED.
87,25,No accident described.
88,36,Collision: The caller filed a claim for their truck which was fixed for $688.91. They paid a $500 deductible and received a check for $188.91. No other accident details were provided.
89,197,Collision: The 2008 Chevy Impala LT was hit on the passenger side front fender and door by a company truck. The headlights were broken and the door may not open.
90,30,Collision: The caller's car was damaged in an accident and they are inquiring about the status of the other driver's insurance coverage for repairs. No further details about the accident were provided.
91,134,"Collision: The Honda Civic was hit on the driver's side by another vehicle that ran a red light. The front grill, bumper, headlights, and fog lights were destroyed."
92,27,"Collision: Damage to driver's side door, bed liner, tailgate cover, brake light, and catalytic converter. Advisers on driver and passenger side removed. No injuries reported."
93,296,Collision: The caller's car was hit by a truck causing damage to the driver's side door. No information was provided about damage to the truck.
94,31,NO ACCIDENT DESCRIBED.
95,96,"Collision: The caller hit a deer early in the morning, causing damage to the windshield, hood, and front of the car. No other accidents or damage were reported."
96,17,NO ACCIDENT DESCRIBED.
97,38,Collision: Liability denied. No injuries reported. No Allstate claim number provided. No mailing address provided. Fax number provided. No damage description provided.
98,37,Collision: The speaker's car was hit in a parking lot by another driver who was trying to park. No further details about the accident were provided.
99,118,Collision: The caller's 1996 BMW Z3 spun out and hit the median on an overpass due to rain. The back bumper was damaged. No other vehicles were involved.
100,43,Collision: Damage to the tundra resulted in a claim with Echo Claims. No further details provided.
101,70,"Collision: The caller merged onto a highway and was hit from behind by another vehicle, causing damage to the rear bumper, rear door, and rear quarter panel."
102,191,"Collision: The caller backed up into a parked car at work, causing minimal damage to his truck and significant damage to the other car's front left bumper."
103,26,"I'm sorry, but there was no information provided about an accident, so I cannot provide a summary of the details."
104,20,Collision: The caller was involved in an accident this morning and is requesting coverage for the expenses of repairing their car's body damage. No further details about the accident were provided.
105,38,"Other: Car was broken into, window was damaged. No accident described."
106,32,Collision: Minor fender bender with damage to the car. No further details provided.
107,24,Collision: The car was damaged and needed repairs. No further details were provided about the accident.
108,42,"Collision: The caller's car was damaged in an accident on May 22nd. The extent of the damage is unknown, and it is unclear if the car will be repaired or declared a total loss."
109,27,NO ACCIDENT DESCRIBED.
110,28,"Collision: The car was hit hard enough to push it into another lane, but luckily the airbags did not go off. No further details about the damage were provided."
111,19,"I'm sorry, but there was no information provided about an accident. Therefore, I cannot provide a summary of the details of the accident."
112,53,Collision: Hail storm damage to the car.
113,18,NO ACCIDENT DESCRIBED.
114,56,Collision: The windshield of the car was damaged and needed to be replaced. The customer requested to have it replaced at a different location than originally scheduled.
115,93,Collision: Sleep Response's vehicle was rear-ended by an insured Toyota sedan owned by Cox Enterprises. The rear bumper and passenger side were damaged.
116,55,Collision. No information provided about the damage to the car.
117,19,NO ACCIDENT DESCRIBED.
118,47,"Collision: The insured's 2010 Impala was damaged in an accident on 5/11. The details of the accident were confirmed with Geico, and liability has been accepted."
119,128,"Collision: The caller's parked car was hit, resulting in damage to the windshield and passenger side mirror. No information was provided about the cause of the accident."
120,39,NO ACCIDENT DESCRIBED.
121,23,NO ACCIDENT DESCRIBED.
122,40,Collision: The caller did not provide any details about the accident or how it occurred. They only mentioned that their car was damaged and needed to be fixed.
123,3,Collision: The caller did not provide any details about the accident or how it occurred. They only mentioned that their car was damaged and needed to be fixed.
124,36,Collision: Geico is accepting responsibility for the accident. The other vehicle has reported damage to the rear bumper and is going in for repairs. No damage reported for the caller's vehicle.
125,43,Collision: The caller was involved in a collision where the other driver brake-checked her and caused damage to her rental car. No further details about the accident were provided.
126,30,"Collision: The caller's vehicle rolled back into the water while fishing, causing water damage to the car."
127,125,Collision: The caller was rear-ended while driving to work. The rear bumper of his Honda Civic is cracked and the car's electronic systems are malfunctioning. No injuries reported.
128,29,Collision: The car was parked and unoccupied when it was hit. The extent of the damage is not specified.
129,45,Collision: The caller's Ford Fusion was involved in an accident in September 2022. Geico paid out the claim for the damage to the car. No other information about the accident was provided.
130,41,"Collision: The caller reported damage to their car and provided pictures, but the police report concluded that the damage was likely caused by hitting a curb."
131,25,NO ACCIDENT DESCRIBED.
132,15,NO ACCIDENT DESCRIBED.
133,31,NO ACCIDENT DESCRIBED.
134,74,"Collision: The caller filed a claim for an accident. Geico accepted responsibility for the loss and will cover damages up to $25,000. The caller will have their car inspected and repaired."
135,29,Collision: No information provided about the accident.
136,119,"Collision: The driver's side of Mr. [PII]'s Jetta was damaged when another vehicle hit him while entering his apartment complex. The front driver's side door, defender, rearview mirror, tire, and bumper were damaged."
137,151,"Collision: Vehicle rolled back into water while fishing, causing water damage to trunk area and back seat. No injuries reported."
138,96,Collision: Elder Melendez hit a construction barrier and then a guardrail. The car may be a possible total loss. No injuries reported. Rental coverage available.
139,42,NO ACCIDENT DESCRIBED.
140,66,"Collision. Damage to the car resulted in three estimates, with the approved amount being $5006.88."
141,61,Other: The airbag and some personal belongings were stolen from the car parked at the owner's residence. The front driver's window was broken. A claim was filed for comprehensive coverage.
142,55,Collision: 2017 Hyundai Tucson with license plate [PII] was damaged in an accident. No further details were provided.
143,122,"Collision: The caller got into a single-vehicle accident on 278, hitting the Jersey wall and popping the tire. The tire rod and ball joint are also broken."
144,58,Collision. No information provided about the damage to the car.
145,127,Collision: The 2012 Hyundai Elantra was hit on the passenger side between the two doors by another car pulling out of a parking lot. No other damage was reported.
146,90,"Collision: The passenger side of the car was damaged, including the wheel being knocked off and the airbag deploying. No other details about the accident were provided."
147,34,NO ACCIDENT DESCRIBED.
148,43,"Collision: A foul ball smashed through the passenger side rear window of the car while parked at a baseball game, causing damage to the window. No accident described."
149,148,"Collision: The caller's 2016 Honda Accord was hit while parked, resulting in damage to the bumper and lights. No information was provided about the extent of the damage."
150,49,NO ACCIDENT DESCRIBED.
151,35,NO ACCIDENT DESCRIBED.
152,133,"Collision: While trying to pull into the garage, the driver hit the corner of the garage door with the driver's side front door, causing it to hyperextend and not close."
153,115,Collision: Bumper damage to the caller's vehicle caused by a city bus. No police report filed yet. Caller plans to use Geico Auto Repair Express shop for repairs and rental car.
154,96,Collision: The caller's Honda HR-V loaner vehicle was damaged due to transmission issues. No other vehicles were involved in the accident.
155,119,"Collision: While parked, a young driver hit the rear bumper of the caller's car. The car sustained damages to the bumper. No injuries reported."
156,118,Collision: Vehicle is not drivable and needs to be towed for repairs. No specific details about the damage to the car were provided.
157,25,Collision: Damage to the car from an accident that occurred in February. No further details provided.
158,65,Collision: The car was damaged in an accident on May 20th. No further details were provided about the accident.
159,90,Collision: The caller was involved in a minor accident in April where the car was grazed on the left side of the bumper. No injuries were reported.
160,268,Collision: Rear bumper of blue 2016 BMW 4 series damaged in accident with truck. No damage to taillights or trunk. No airbags deployed.
161,37,Collision: The caller reported damage to their car and requested information on when a representative would come to check and fix the problem. No further details of the accident were provided.
162,13,Collision: The caller's car was broken into and one of the windows was damaged.
163,18,"Collision: Damage to the car reported on April 30, 2023. No further details provided."
164,214,Collision: Rear-end collision on Statesville North. 2015 Kia Soul sustained damage to the rear quarter panel and deformation on the top. No airbags deployed.
165,39,NO ACCIDENT DESCRIBED.
166,131,Collision: The caller was hit from behind by a 2016 Dodge Ram truck with a trailer attached. The back bumper and side of the caller's 2018 Honda Ridgeline were damaged. No injuries were reported.
167,31,No accident described.
168,27,No accident described.
169,33,"Collision: The guest was driving a loaner vehicle from Johnson Volvo Cars in Durham, North Carolina and got into an accident. The car was damaged and needs repairs."
170,32,Collision: Damage to the car resulting in a claim for repairs and a rental vehicle. No further details provided.
171,18,"Collision: The caller did not provide details of the accident, but their car was damaged and they are trying to check the status of their claim and rental car."
172,39,Collision: No information provided about the accident.
173,8,NO ACCIDENT DESCRIBED.
174,26,NO ACCIDENT DESCRIBED.
175,81,Collision: The car has damage to the breaking alignment and a broken lamp on North Tryon. No further details about the accident were provided.
176,27,NO ACCIDENT DESCRIBED.
177,58,Collision. The caller's Chevy Silverado was damaged and towed away. They are having trouble getting in touch with the adjuster to retrieve personal items left in the truck.
178,29,Collision: The car was rear-ended by another vehicle causing significant damage to the rear bumper and trunk.
179,125,"Collision: Car was hit while parked, resulting in body damage. No injuries reported. No information provided on the other vehicle involved."
180,30,"Collision: Car was hit while parked, resulting in body damage. No injuries reported. No information provided on the other vehicle involved."
181,11,"Collision: The car was hit from behind, causing damage to the rear bumper and trunk."
182,32,Collision: Hail damage to a 2019 Ram 1500. Appointment scheduled with adjuster at [PII] Collision in Hinesville at 10:30 am.
183,40,Collision: The caller's car was rear-ended on March 14th. The car was damaged and needs to be fixed. The other driver has not contacted the insurance company.
184,63,Collision. Airbags deployed. No information provided on damage to the car.
185,97,Collision: Windshield damage on an Audi on April 17th. Only the windshield was damaged and it was larger than a bill. No other accident details provided.
186,256,"Collision: Rear driver side tire damaged, all-wheel drive system affected. No other accident described."
187,29,No accident described.
188,16,"Collision: One of the company's vehicles hit the customer's truck, causing damage."
189,73,Collision: [PII]'s 2018 Nissan Road sustained damage to both headlights after being hit by a blue Ford pickup truck. No other details provided.
190,37,"Collision: Another party reported that the customer's spouse pushed a shopping cart into their parked vehicle, causing damages."
191,13,Collision: The car sustained property damage in an accident. No further details were provided.
192,13,Collision: Damage to the car on May 22nd in Colorado Springs. No further details provided.
193,215,"Collision: The caller's Toyota Camry was hit from behind, causing damage to the back end. The caller was pushed into another vehicle, causing additional damage."
194,30,Collision: The car has scratches and damage that require a supplement. The caller is trying to send a supplement to the adjuster but is having trouble due to the B to B site being down.
195,14,Collision. Flat tire led to damage on the underside passenger door and inability to open the side passenger door.
196,206,Collision: 2014 Kia Forte stolen from parking lot in front of building. Dent in hood and left front headlight broken. No other damage reported.
197,19,"Collision: The type of rental car involved in the accident is unclear. The car was damaged, but no further details were provided."
198,54,"Collision: The caller's daughter's car was hit by an uninsured motorist. The car was evaluated for potential total loss, but the status is still pending."
199,80,Collision - The front right passenger side of the car was damaged in a chain reaction accident on the expressway involving three cars. The hood and right side were also affected.
200,32,Collision: The caller hit a rock on a narrow country road while moving over to let a larger vehicle pass. The rock caused a flat tire and damage to the passenger side door.
201,31,Collision: Damage to the car occurred on April 16th. No further details were provided.
202,92,"Collision: The caller hit a turkey while driving on the Florida Turnpike, causing damage to the hood and grill of their 2022 Jeep Wrangler. No other accidents were described."
203,131,"Collision: A woman on an electric scooter claimed that the driver hit her, but there was no damage to the car. No other details about the accident were provided."
204,97,Collision: The car sustained damage in an accident that occurred on May 11th. No further details were provided.
205,32,"Collision: The car sustained damage to the side panel and door. The initial estimate was $1600, but the caller plans to get additional estimates from other shops, including the dealership."
206,21,Collision: No accident described.
207,188,"Collision: The vehicle was sandwiched in a five-car accident resulting in damage to the rear end, right side bumper, and taillights, as well as complete destruction of the front end."
208,15,Other - The car has hail damage all over it due to a hailstorm. No accident described.
209,37,Collision: The client's car was hit by a boat causing damage to the back of the car. The other driver is disputing fault.
210,64,"Collision: The caller's son was rear-ended on the side of his car by a Dodge Ram truck, causing damage to the back bumper. The truck fled the scene."
211,46,Collision: The car was damaged when the other car's door was opened while double parked.
212,20,NO ACCIDENT DESCRIBED.
213,21,NO ACCIDENT DESCRIBED.
214,102,Collision: Debris on the road destroyed the tire and rim of the car. Chunk missing from the rim. No other damage described.
215,19,No accident described.
216,53,"Collision: Rear bumper and tire flat, car not drivable, scheduled for tow to salvage lot. No injuries reported. Police report filed."
217,127,Vandalism: Smashed passenger side window and dented front door panel and frame. No airbags deployed. Vehicle not safe to drive. No accident described.
218,12,"Collision: The car sustained damage to the front bumper, hood, and left headlight."
219,25,NO ACCIDENT DESCRIBED.
220,38,Collision: The caller's car was hit by another vehicle causing damage to the front bumper and hood. The caller has a $1000 deductible for repairs.
221,28,Collision. No information provided about the damage to the car.
222,23,Collision: The car was damaged in an accident. No further details were provided.
223,24,"Collision: The caller reported a collision with another driver, named [PII], who hit their car. No further details were provided about the accident or damage to the car."
224,85,"Collision: The car sustained damage to the front bumper, hood, and windshield due to a collision with another vehicle."
225,41,"Collision: The car sustained damage to the front bumper, hood, and windshield due to a collision with another vehicle."
226,26,Collision: The caller's car was hit from behind by an uninsured and unlicensed driver who ran a stop sign. The extent of the damage is unknown.
227,397,"Collision: Rear-end accident while in traffic. Significant damage to the trunk, license plate, and back of the car. Trunk is barely attached and may open while driving."
228,124,Collision: Left corner panel of a GMC Terrain was damaged in a wind-related incident while parked at a Giant supermarket. The damage was on the driver's side.
229,61,Collision: Animal loss on 5/31/2020. Damage to the car required repairs that the caller had to save up for. Appointment for repairs scheduled for June 5th.
230,80,"Collision. The 2007 Chrysler 300 was hit on the side by a trailer attached to the back of the other vehicle, causing the bumper to come off and get stuck under the car."
231,85,"Collision: A 2019 white Subaru WRX with VIN ending in 9655 hit a utility pole and fence on Route 4 in West Virginia on July 27, 2022. No damage to the West Virginia Division of Highways property."
232,36,NO ACCIDENT DESCRIBED.
233,26,Collision: The caller's car was towed to South Shore Collision Auto Body due to damage from an accident. No further details were provided.
234,76,"Collision: The caller's 2012 Mazda was damaged in an accident where the other driver, who also had Geico insurance, was found at fault. The car is not safe to drive."
235,149,Collision: Daughter backed into a parked truck in a parking lot. Minor damage to the truck's back bumper and scratch on the left side of the daughter's car.
236,20,Collision: No accident described.
237,22,"Collision: The caller's parked car was hit by another vehicle in reverse, causing damage."
238,54,Collision: Minor scratch on the driver's door of the other driver's Toyota Camry. No damage to the caller's vehicle.
239,20,Collision: Minor scratch on the driver's door of the other driver's Toyota Camry. No damage to the caller's vehicle.
240,53,"Collision: Hit and run, no information on the other vehicle. Damage to the car is not specified."
241,22,Collision: The car sustained damage in an accident. No further details were provided.
242,60,Collision: Damage to truck resulting in a claim with Geico. No further details provided.
243,249,"Collision. The car, a Toyota Corolla, sustained significant damage to the front end, including a shattered windshield and damage to the roof. No airbags deployed."
244,127,Other: Golf ball and softball sized hail caused damage to the windshields of a 2021 Jeep Wrangler and a 2021 Dodge Ram 1500 parked at [PII]. No accident described.
245,36,"Collision: The caller's truck was damaged in an accident involving five vehicles, including a white 2021 Toyota Corolla. No further details about the accident were provided."
246,33,Collision: The caller bumped into someone from behind while driving a borrowed vehicle. The other car had scratches and rust on the trunk. No damage to the caller's car was mentioned.
247,99,Collision: The driver's side of the Lincoln was scratched in a hit-and-run incident in the school parking lot. No other details about the accident were provided.
248,13,"Other: Damage to glass reported, no other damage described."
249,54,Collision: Damage to the car. No further details provided.
250,43,Collision: The caller reported damage to their vehicle and was inquiring about inspection locations for Geico. No further details about the accident were provided.
251,30,Collision: The caller did not provide any information about the accident or damage to the car.
252,124,Collision: Parked 2006 Toyota Corolla was hit by a 2011 Honda Pilot in a residential parking lot causing damage. No other property damage reported.
253,160,"Collision: The caller's parked Honda was hit by an unknown vehicle causing damage to the rear quarter panel, both doors, and three out of four wheels."
254,31,"I'm sorry, but I don't have any information about the accident or the damage to the car. Could you please provide me with more details?"
255,150,"Collision: The car was damaged in two separate accidents involving deer. The front end and headlights were damaged in one accident, and the back passenger door was damaged in the other."
256,68,Collision: Rental car company claimed damage to the car after it was returned. Dented hood reported. No other details provided. State Farm is investigating and waiting for rental agreement paperwork.
257,116,Collision: [PII]'s 2021 Ford Explorer was hit by a 2013 Honda Accord at a gas station. The front passenger side of the car was damaged. No injuries reported.
258,112,"Collision: The caller's daughter had an accident this morning while driving their Volkswagen Jetta. The front end, passenger side door, tire, and muffler were damaged. The other vehicle, a Honda Accord, had damage to the backside and driver's side tire."
259,20,Collision: The caller's daughter borrowed a car and was involved in an accident. The extent of the damage to the car is not mentioned.
260,333,"Collision: The caller was involved in a collision with another vehicle. The front of the caller's car was damaged, including the bumper, hood, and headlights. No injuries were reported."
261,105,"Collision: The car was damaged in an accident, but no further details were provided."
262,33,Collision: The car sustained damage and is not drivable. No further details about the accident were provided.
263,165,"Collision: Back bumper hanging on to the light, whole frame affected. No injuries reported."
264,13,NO ACCIDENT DESCRIBED.
265,35,"Collision: The 2020 Toyota Camry was damaged in an accident that occurred on June 12th, 2022. No further details about the accident were provided."
266,64,Collision: The car was damaged in an accident. No further details were provided.
267,22,"Collision: A 2020 Dodge Durango was damaged in an accident. The estimate for the damage was $9,239. The customer has a $1,000 deductible. No further details were provided."
268,110,Collision: Geico customer's car hit caller's wife's car. Caller's car was damaged and taken to Eldred Collision for inspection and estimate. No further details provided.
269,81,Collision: Damage to the car resulted in a claim with Geico. No further details provided about the accident.
270,80,"Collision. The caller's Chevy Traverse was hit by another car on the highway, causing damage to the front passenger side of the vehicle."
271,212,"Collision: Brakes failed while loading Bobcats onto trailer, causing vehicle to roll downhill and hit a tree. Damage to hood, bumper, grill, headlights, fender, and tow hook. Uncertain about radiator."
272,43,"Collision: The car is deemed totaled by the insurance company with an estimate of $6,700. The caller disagrees with the low value and plans to dispute it."
273,135,"Collision: The caller's parked 2018 Malibu was hit by a neighbor's 2014 Honda CRV, causing damage to the driver's side taillight and bumper. No injuries were reported."
274,19,NO ACCIDENT DESCRIBED.
275,80,Collision: White car hit the caller's car on May 7th. Caller's car was damaged and taken to a body shop for repairs. Management company has surveillance video of the incident.
276,49,Collision: Hit and run accident caused damage to the car. The police found the person responsible through a witness and provided their license plate number. The claimant will file through the other driver's insurance.
277,62,NO ACCIDENT DESCRIBED.
278,14,NO ACCIDENT DESCRIBED.
279,52,"Collision: Four-car rear-end accident at a red light in [PII]. The caller's car was hit from behind, causing damage. No information provided on damage to other cars."
280,76,Collision: Hit and run resulting in damages to the vehicle. Vehicle was not drivable but was brought to a Geico Auto Repair Express shop for repairs.
281,42,Collision: Damage to the insured's car on May 12th. No further details provided.
282,12,NO ACCIDENT DESCRIBED.
283,19,Collision: Damage to the car. No further details provided.
284,64,"Collision: The front airbags of the car deployed and the front passenger wheel was shoved back, indicating possible frame damage. The car is not drivable and is likely a total loss."
285,16,"Collision: The front airbags of the car deployed and the front passenger wheel was shoved back, indicating possible frame damage. The car is not drivable and is likely a total loss."
286,19,Collision: The details of the accident were not provided.
287,158,Collision: The caller's daughter was hit by a 75 ft truck while driving straight in the left lane. The passenger side of the car was damaged from the rear wheel to the front fender.
288,39,Collision: Damage to a 2021 Toyota Benza. No further details provided.
289,187,Collision: Mr. [PII] was driving a Cadillac SRX with two passengers when he was rear-ended by a Honda. The rear bumper and exhaust were damaged.
290,74,Collision: Mr. [PII] was driving a Cadillac SRX with two passengers when he was rear-ended by a Honda. The rear bumper and exhaust were damaged.
291,24,NO ACCIDENT DESCRIBED.
292,103,Collision: The caller's parked 2018 Hyundai Elantra was scratched on the front bumper in a hit-and-run incident on May 19th. No police report was filed.
293,32,Collision: The car has damage that requires repair at a body shop. The color of the car is white. No other details about the accident were provided.
294,176,Collision: The 2007 Chrysler 300 Hemi was hit by a Dodge Ram trailer causing damage to the front bumper and fender. No other details provided.
295,186,Collision: The caller was rear-ended while reversing out of a parking spot in a residential area. The back of their car was hit and lifted up. No injuries reported.
296,19,NO ACCIDENT DESCRIBED.
297,20,Collision: Car deemed total loss by Allstate after accident. Geico customer considering filing claim with Geico and may revert back to Allstate if Geico's offer is lower.
298,24,Collision: The caller dented the passenger side and broke off the outside handle and the handle for the second door.
299,33,Collision: Gwinnett County Public Schools reported a claim with claim number L20230000603. Liability was not accepted. No details were provided about the accident or damage to the car.
300,155,Collision: The front bumper of a 2018 Mitsubishi Outlander was damaged in an accident with another vehicle on Slaughter Lane. No further details provided.
301,21,Collision: The caller's vehicle was deemed a total loss and they are waiting for a check. No details about the accident were provided.
302,34,"Collision: The caller reported an accident and sent an FR-10 form to Geico. The details of the accident were not discussed, but the caller is concerned about her license being suspended. No damage to the car was described."
303,55,"Collision: The caller reported a collision between their insured and Progressive's insured. The caller's insured was going straight and Progressive's insured was turning left, resulting in damage to both vehicles."
304,59,Collision: Fender bender resulting in damage to the caller's car. No further details provided.
305,48,"Collision: Four vehicles involved in an accident. Geico's insured, a 2016 Christmas, was rear-ended by a Nissan Ultima and pushed into a Toyota Prius. No damage details provided."
306,22,Collision: The details of the accident were not provided.
